3256212126, 2018-10-02T17:46:12.000Z, 5, 0, 0, 2.3.2, Herlig, Det er nemt, 1neets
1913935078, 2017-11-11T18:55:57.000Z, 4, 0, 0, 2.1.2, Rudimentær, Fungerer men er utrolig dårlig til at give overblik over mine udgifter da den mangler søjlen med hvor meget jeg havde på kontoen på et vilkårligt tidspunkt og ikke giver mulighed for at sammenligne to datoer. Plejer at bruge Nordea på nettet i stedet for. Ok til at betale regninger., Vibeke16
1913396258, 2017-11-11T13:56:36.000Z, 3, 0, 0, 2.1.2, IPhone 10, Hvornår for lavet den klar til iPhone 10? Så face id virker., Niclas2610
1912758589, 2017-11-11T07:41:29.000Z, 3, 0, 0, 2.1.2, Mangler funktioner, Har tidligere haft Danske Bank som var markant bedre. Det ville blandt andet være fedt hvis man kunne se mellemregninger og klikke på de forskellige posteringer for at se flere oplysninger., anmeldelse netbank
1911733172, 2017-11-10T21:33:35.000Z, 1, 0, 0, 2.1.2, Dårligste mobilbank - ingen funktioner, Fuldstændig mangel på alle funktioner og oversigter over ens forbrug.  Man skal bruge nemid stort set hele tiden...  Kom nu ind i kampen!, Bimbambille
1911567793, 2017-11-10T19:46:08.000Z, 1, 0, 0, 2.1.2, Meget ringe netbank, Meget ringe netbank. Har været vant til Danske Bank mobilbank og det er som at gå 10 år tilbage i tiden at skifte til Nordea. Små justeringer kunne gøre underværker. F.eks at gøre negative tal røde og positive tal grønne... det vil skabe et meget hurtigere overblik. Men det største problem er at man ikke kan få information omkring de transaktioner der er foretaget. I danske bank mobil app klikker man bare på en transaktion og så får man straks fyldigt overblik over hvem betalingen er foretaget til. I Nordeas mobilbank har man ofte ingen ide om hvem der er modtager når der er trukket penge og det er et stort problem. Hele brugerfladen er heller ikke så intuitivt eller logisk bygget op og derfor bruger man længere tid på at finde ting end det er nødvendigt., MichaelCPoulsen
1911313542, 2017-11-10T17:08:12.000Z, 5, 0, 0, 2.1.2, Rigtig fin App, Virker som den skal. Et anelse kedeligt design dog., AlexanderHC
1911035491, 2017-11-10T14:28:56.000Z, 3, 0, 0, 2.1.2, Login, Mangler face recognition, MKNIU
1911016860, 2017-11-10T14:17:51.000Z, 5, 0, 0, 2.1.2, Super enkel og velfungerende, Rigtig god app!, Seffrens
1909537770, 2017-11-09T23:43:12.000Z, 5, 0, 0, 2.1.2, Update. Face id virker..., ...Til iPhone X. Man skal bare fjerne den gamle touch id og starte forfra.  Der er ikke ændret navn endnu så man opretter touch id og så fungerer Face id. 👍, Z-Shan
1909218380, 2017-11-09T20:13:05.000Z, 3, 0, 0, 2.1.2, Ipad og touch login, Hvorfor er det ikke muligt på en Ipad m nyeste OS at ha touch funktionen., sprane
1908131203, 2017-11-09T09:10:56.000Z, 5, 0, 0, 2.1.2, En gave, Tak, Henrik gram
1908084554, 2017-11-09T08:41:17.000Z, 4, 0, 0, 2.1.2, Det mest basale ved en netbank virker men.., Det mest basale virker glimrende men enkelte ting som jeg gerne vil kunne gøre væk fra en PC også har ikke altid virket. E.g. bestilling af nyt kort., bQnne
1907690563, 2017-11-09T04:21:25.000Z, 3, 0, 0, 2.1.2, Beskeder, Savner at man kan skrive besked til sin rådgiver uden at skulle bruge nem id...  Kunne være fedt med noget statistik på ens forbrug. En form for mdr rapport på hvad man har brugt sine penge på. Mad; restaurant; tøj osv...  Med udlandsk telefon - kan jeg ikk bruge mobilepay. Så kunne være godt at små beløb kunne overføres uden nem id  Gode råd om investeringer og boliglån en form for et nyhedsbrev som kommer ind i mine beskeder hvert kvartal  Sidst men ikk mindst et nemt overblik over sit afkast på sine investeringer. Hvor meget afkast har jeg fået på mine aktier det sidste kvartal., Kenneth P II Gdansk
1907567133, 2017-11-09T03:06:08.000Z, 5, 0, 0, 2.1.2, Overblik, Det er hurtigt og nemt og så virker det., K Ottens
1906906652, 2017-11-08T20:28:08.000Z, 5, 0, 0, 2.1.2, Plus og minus, Efter opdatering er det svært at skelne plus og minus beløb på konto. Kunne være en ide at markere + og - med rød og grøn, Jeanettnygård
1906859809, 2017-11-08T19:57:41.000Z, 4, 0, 0, 2.1.2, 👍🏼, Generelt fin men jeg kunne godt tænke mig følgende features: · Touch ID til login på iPad-versionen · At man kan slette personer og kort som man ikke længere bruger · At man kan søge i transaktioner, mariuslarsen
1906280766, 2017-11-08T14:18:21.000Z, 5, 0, 0, 2.1.2, Net bank, Det er OK 100%, Jørgen. Andersen
1905590450, 2017-11-08T07:34:30.000Z, 1, 0, 0, 2.1.2, Mere brugervenlighed tak, Alt for langsom og gammeldags. Den må gerne være mere brugervenlig og opdateret., Erkandition
1904673539, 2017-11-07T21:38:00.000Z, 1, 0, 0, 2.1.2, Kvitteringer, Det kunne være rart at man kan udskrive kvitteringer på Mobilappen, bet2670
1904598818, 2017-11-07T20:43:09.000Z, 2, 0, 0, 2.1.2, Skifter snart bank, Overvejer virkelig meget at skifte bank savner de grønne og røde markeringer (penge gået ind og ud) og jeg mangler seriøst at kunne se saldo ved hver postering.  Kom nu ind i kampen Nordea 😒, Gjkycbljy
1904402280, 2017-11-07T18:18:14.000Z, 1, 0, 0, 2.1.2, En stjerne..., Er ikke fortjent! Men når man bliver ved at forlange at få en rating giver jeg kun en stjerne!  Håber derved at app-udviklerne tager ved lære af det., Ofrede
1904368015, 2017-11-07T17:54:24.000Z, 5, 0, 0, 2.1.2, Kritik, Det er da lidt anakronistisk at der ikke i Mobilbank er fuld mulighed for at bruge paste copy funktionen! Jeg kommunikerede på chatfunktionen. Tiden til at formulere sig på er jo ret indskrænket hvorfor jeg ha’de forberedt mig på forhånd ved at skrive i iPads Noter-program. Da jeg følgelig ville kopiere over på min del af chatten viste alt min forarbejde sig at være forgæves. Og nuanceringsmuligheden indskrænkedes derfor også! Jeg mener at jeg har oplevet noget lignende før - ligesom i hvert fald tidligere i forbindelse med afsendelse af mails. Den manglende mulighed sammenholdt med den meget korte skrivetid er bestemt et irritationsmoment! Er der blevet ændret på forholdene for ret så nylig? Jeg har ikke efterprøvet da jeg ikke har haft behov! Og Nordea chatter man jo ikke med for sjov! Men tak ellers for opfølgningen! Mvh. Henning Hornbæk, limelyng
1904363922, 2017-11-07T17:51:33.000Z, 5, 0, 0, 2.1.2, User friendly, Happy it’s easy to use super fast even to contact the help center on the chat it’s quick and efficient, lauradelalande
1903723307, 2017-11-07T11:00:32.000Z, 4, 0, 0, 2.1.2, Need red and green transfers, Everyone I have talked to about the new update really misses the -/+ transfers as colors, Mwt123123
1903672827, 2017-11-07T10:31:08.000Z, 2, 0, 0, 2.1.2, NemID for at skrive en besked til rådgiver?, Alt alt for ofte fejler dele af app'en med en 'forbindelsesfejl' og det er helt tosset hvor mange gange man skal bruge nemid. Det er besværligt nok at bruge nemid så hvorfor to gange for samme handling? Designet har fået et løft men den grundlæggende teknik er fortsat den samme... Nordea burde oppe sig gevaldigt på app'en - I er langt langt bagud i forhold til de andre banker., Dbjerring
1903397060, 2017-11-07T07:27:19.000Z, 2, 0, 0, 2.1.2, Mr Farah, Ali, 2240Hafsa
1903224501, 2017-11-07T05:25:37.000Z, 1, 0, 0, 2.1.2, Dårlig, Den virker aldrig halvdelen af tiden, 030787Lea
1901096625, 2017-11-06T07:51:31.000Z, 5, 0, 0, 2.1.2, Mobilbank, Nem og tilgængelig. Ingen kritik kun ros, knuden
1900950089, 2017-11-06T06:12:14.000Z, 4, 0, 0, 2.1.2, Ok, 4 af 5 stjerner fordi det er en ok app til det hurtige overblik MEN jeg savner bare det overblik/de mange flere oplysninger man kan få ved at gå ind på en alm. comp. Hvorfor skal man behøve begge dele? Hvorfor er appen ikke bare en kopi af og med de opl. man får adgang til via en alm. comp.?, Ann-Britt Katteven
1899754736, 2017-11-05T17:14:38.000Z, 5, 0, 0, 2.1.2, Carina, Super godt, Carina Brøns
1899461444, 2017-11-05T14:32:13.000Z, 5, 0, 0, 2.1.2, Godt, Virker godt kan ikke undværer den, Felix The Red Cat
1895225292, 2017-11-03T21:15:11.000Z, 5, 0, 0, 2.1.2, Behalighed, Det er nemt og det kan udføres når man har tid til det., linteadus
1895189547, 2017-11-03T20:49:42.000Z, 4, 0, 0, 2.1.2, Face ID, Understøtter app’en Face ID for iPhone X snart? Tak, Blurtenderly
1895179317, 2017-11-03T20:42:13.000Z, 5, 0, 0, 2.1.2, Super, Er meget tilfreds, Jaswir Parwana
1895143902, 2017-11-03T20:16:48.000Z, 5, 0, 0, 2.1.2, God Apps 👌🏼👌🏼👌🏼, The best and convenience apps, Mayumsz
1895017612, 2017-11-03T18:48:55.000Z, 4, 0, 0, 2.1.2, Fin app., Har lige med glæde aktiveret ApplePay. Må dog konstatere det er lidt uhensigtsmæssig hvis man har flere visa/dankort fra jer i ApplePay. De får nemlig samme udseende i “Wallet”. Det gør det lidt svært at skelne mellem dem med mindre man lige har lært de sidste fire i kortnummeret udenad😉., Henrik Beck
1894720003, 2017-11-03T15:44:56.000Z, 3, 0, 0, 2.1.2, Skifte mellem konti, Det ville være så godt at man kunne skifte imellem konti uden at skulle logge ud og ind igen. Har virksomhedskonto og privatkonto og vil gerne nemt kunne skifte imellem dem. Det kunne man hos Danske Bank, Lhoro
1894135981, 2017-11-03T10:31:41.000Z, 5, 0, 0, 2.1.2, Farver, Det er en skam at indbetalinger ikke længere er grønne. Hvis man som jeg har mange udlæg er det nemt at finde indbetalinger når de er markeret med grøn tekst og ikke som nu bare med plusser eller minusser Vh Hanne Bonde, Hanne Bonde
1894087864, 2017-11-03T10:02:29.000Z, 5, 0, 0, 2.1.2, Ris og ros, Nem overskuelig app Dog mangler muligheden for at indsætte copypast regningsnummer ind ved betaling af regninger.  Samt auto udfylde debitorennavn når der er udfyldt debitornr., Dtjohansen
1894059097, 2017-11-03T09:44:38.000Z, 5, 0, 0, 2.1.2, Thumps yo!, Det er sku en god app den er nem lige til og opfylder de ting jeg skal bruge i min hverdag hurtigt nemt og overskueligt. :-) jeg er glad for den!, Henrik Mefizto Hansen
1892025532, 2017-11-02T12:34:40.000Z, 5, 0, 0, 2.1.2, Elsker at bruge denne app, Den virker til det jeg skal bruge dem til, GamzeeFan
1891954857, 2017-11-02T11:56:57.000Z, 1, 0, 0, 2.1.2, Nede tid, Netbank er alt alt alt for ofte nede. Det rammer også mobil appen og det er ikke godt nok., Peter pedal 007
1891732435, 2017-11-02T09:46:51.000Z, 5, 0, 0, 2.1.2, 🤗🤗🤗, Det giv god service og jeg meget glad med jer 😘🤗🤗, Rahma 2012
1891647678, 2017-11-02T08:50:21.000Z, 1, 0, 0, 2.1.2, Poor service, Hvorfor skal jeg bruge nemid for små betalinger?, jaxxter
1891513531, 2017-11-02T07:16:12.000Z, 5, 0, 0, 2.1.2, Nemt og hurtigt, Nem at bruge - og hurtig, Lis Larsen
1891454321, 2017-11-02T06:35:25.000Z, 3, 0, 0, 2.1.2, Ændringer, Kunne være fedt hvis man kunne få et diagram af en art som så viste hvor mange penge man f.eks. Brugte på mad for fornøjelser osv. Ved de har noget lignende ved danske bank, Århus pigen
1891398721, 2017-11-02T05:56:33.000Z, 2, 0, 0, 2.1.2, Skal fixex, Man kan ikke se hvad man selv skriver af tekst i feltet til beløbsmodtager når jeg bruger app’ på telefonen først når det skal overføres kan man se hvad man har tastet., Julie Br
1890681121, 2017-11-01T22:17:58.000Z, 2, 0, 0, 2.1.2, Koder for mange gange, Synes man skal taste kode hele tiden, Hongkong891
1890460640, 2017-11-01T19:40:05.000Z, 3, 0, 0, 2.1.2, Dårlig farve valg!, Den valgte blå farve er virkelig skrigene!, Rathis k
1890460676, 2017-11-01T19:40:07.000Z, 1, 0, 0, 2.1.2, Upgrade to key card app please, I hate playing with the cardboard key card pls do like Nordea Finland and start using the Nordea key cards application. I no longer want to be married to a piece of paper enter the modern ages please.. Also I would appreciate using the European IBAN account numbers instead of your own version of it., Margee848
1890294941, 2017-11-01T17:42:47.000Z, 1, 0, 0, 2.1.2, Ikke ret god, Jeg synes ikke at Nordeas netbank er særligt godt sammenlignet med Sydbank !!   Hverken på app eller webbrowser., claushjort
1890265941, 2017-11-01T17:23:14.000Z, 3, 0, 0, 2.1.2, Når man overføre til andre, Man skulle kunne godkende med sit id-touch eller en selv valgt kode så man ikke skal bruge NemID hele tiden, Liverpool nr 1
1890125053, 2017-11-01T15:55:56.000Z, 5, 0, 0, 2.1.2, Perfekt, Det virker altid og dejligt let., Dulg7
1889960467, 2017-11-01T14:18:49.000Z, 5, 0, 0, 2.1.2, Godt, Nemt og hurtigt, maliblue66
1889930749, 2017-11-01T14:02:21.000Z, 1, 0, 0, 2.1.2, Mail fejler 90% af tiden, Det vil være rart hvis det blev fikset snart., Susanalis
1889891610, 2017-11-01T13:40:39.000Z, 3, 0, 0, 2.1.2, Fin app men med mangler:, Appen fungerer egentlig meget godt men jeg oplever nogle problemer/besværligheder: 1. Man kan ikke indtaste mere end en betaling at gangen uden at skulle bruge en NemID nøgle. Det kan man på desktop hvis man fx har 2 eller flere girokort man vil betale på en gang. Det er lidt træls at skulle bruge en nøgle på hvert girokort.  2. Man kan ikke læse dokumenter fra banken i appen... hvorfor ikke? 3. TouchID support på iPad. iPad appen ville være den perfekte måde at bruge netbank på men det er så tungt at man skal logge ind med NemID nøgler istedet for bare TouchID. Muligheden er der og er allerede integreret på iPhones så hvorfor ikke have det som en mulighed på iPad også? Virker som en no-brainer :).  Generelt set synes jeg at Nordea skulle afspejle alle browser funktioner i denne app. Jeg kan forestille mig at det ville gøre mange menneskers liv nemmere istedet for at man så ikke lige alligevel kan gøre det man troede man kunne bare fordi man ikke er i nærheden af sin computer., Moniker223
1889879032, 2017-11-01T13:33:47.000Z, 3, 0, 0, 2.1.2, Udemærket app, Nordeas mobilbank app er hverken overskuelig eller brugervenlig men når man vænner sig til at bruge den gør den hvad den skal., Kristianbm
1889789878, 2017-11-01T12:45:26.000Z, 5, 0, 0, 2.1.2, Meget godt, Men vi kan ikke tjekke al var står på listen Fx. Vi kan ikke se til hvem har Betalingsbeløb.!!!!, ARKAN الزعيم
1889587257, 2017-11-01T10:54:53.000Z, 5, 0, 0, 2.1.2, Super, Bruger mobil bank næsten hver dag. Det er nemt og giver et godt overblik over ens økonomi..:-), Holdnord
1889164229, 2017-11-01T06:14:20.000Z, 5, 0, 0, 2.1.2, God anmeldelse, Kan ikke leve uden. Det er bare så nemt., Leikro
1889150671, 2017-11-01T06:04:47.000Z, 5, 0, 0, 2.1.2, Vudenring, Det er nemt, lone rossen
1889137523, 2017-11-01T05:55:03.000Z, 4, 0, 0, 2.1.2, Meget tilfreds, Super fed app. Mangler dog af netbank genkender de steder man har været og sætter en markering i form at elektronik dagligvarer og lignede., Jesper Raahauge
1889123054, 2017-11-01T05:44:36.000Z, 5, 0, 0, 2.1.2, Super god, Netbank i Nordea er nem at betjene og overskuelig at finde rundt i. Stor ros fra mig., lars numsi
1889099475, 2017-11-01T05:27:37.000Z, 5, 0, 0, 2.1.2, MEGET TILFREDS, MEGET TILFREDS MED APPEN men kunne godt lide funktionen før hvor man bare kunne logge ud af Mobilbank ved at ryste iPhonen lidt:-), Tinevin
1888764702, 2017-11-01T01:47:15.000Z, 3, 0, 0, 2.1.2, Plads til forbedringer, Bla feltet hvor man indtaster sit beløb. Lad det være dobbelt så bredt så der er plads til det der skal stå? Og hvorfor vender billedet på hovedet når jeg starter appen. Og igen for hver gang jeg har betalt en regning.  Beskeden her er gammel men stadig aktuel., HSP-DK
1888326848, 2017-10-31T20:34:20.000Z, 1, 0, 0, 2.1.2, Ny app, Den nye app er skrammel. De har fjernet/flyttet flere funktioner der virkedede perfekt. Eneste plus er farven på plus/minus det er faktisk lidt smart., Stefanhp
1888319052, 2017-10-31T20:28:42.000Z, 3, 0, 0, 2.1.2, Mindre god App, App er meget simpel i forhold til f.eks Danske Banks som giver et væsentlig bedre overblik og ens transaktioner. Dertil kan du se dine transaktioner men ikke en saldo ud fra hver transaktion., Ped20
1888113503, 2017-10-31T17:56:22.000Z, 1, 0, 0, 2.1.2, Rating system, Fil denne hver gang jeg lavede en overførsel derfor kun 1 stjerne - burde være 0!! For dårligt Nordea..., boellund
1888061287, 2017-10-31T17:19:03.000Z, 1, 0, 0, 2.1.2, Modtager, Jeg har noget mine beløbe, chantouz
1887959796, 2017-10-31T16:13:05.000Z, 5, 0, 0, 2.1.2, Hurtigt, Hurtigt og nemt med mobil bank😃😃😃, Selin Vesselgaard
1887658366, 2017-10-31T13:16:40.000Z, 5, 0, 0, 2.1.2, Det er en perfekt app, Jeg er glad for den nemt og hurtigt at gør  tingen på 5 stjerne skal i have :), saifaldin
1887598664, 2017-10-31T12:43:07.000Z, 1, 0, 0, 2.1.2, Ok app, Nogenlunde god app dog har de efter alle disse år stadig ikke noget så simpelt som at tage et billede af girokortet med. Jo funktionen er der men den virker bare ikke  Vil man ha en god bank app så kig lige på danske banks., iMartinmadsen
1887436707, 2017-10-31T11:13:48.000Z, 5, 0, 0, 2.1.2, Fint...., Fint middel for betaling i butikker og online nemt og hurtigt, Popolsen
1887388730, 2017-10-31T10:46:42.000Z, 5, 0, 0, 2.1.2, Duer som det skal, Har aldrig haft problemer med appen andet en nogle gange ka jeg ikk logge ind men det ikk så tit det sker :), Victor Højgaard
1887345347, 2017-10-31T10:21:05.000Z, 5, 0, 0, 2.1.2, THDDG, God service, ÖzServis
1887278474, 2017-10-31T09:41:20.000Z, 3, 0, 0, 2.1.2, Mangler, Mangler at man kan holde styr på div lån . Det kunne man i den gamle app, frydenborg
1887185896, 2017-10-31T08:42:19.000Z, 2, 0, 0, 2.1.2, Dårlig, Jeg forstår ikke hvordan så stor en bank kan udbyde en app der er problemer med SÅ tit som det er tilfældet. I må oppe jer gevaldigt., Dutti78
1887022315, 2017-10-31T06:48:21.000Z, 2, 0, 0, 2.1.2, Hvorfor?, Hvorfor kan man ikke logge ind og se sin kontooversigt??!!! Virkelig irriterende, Feta4life
1886923436, 2017-10-31T05:37:34.000Z, 5, 0, 0, 2.1.2, Bruger den hele tiden!, 💪🏼💪🏼💪🏼💪🏼, Kål ormen
1886897356, 2017-10-31T05:18:40.000Z, 5, 0, 0, 2.1.2, Brugervenlig, Super nem og overskuelig at Bruge.. Det fungerer 100%, Dan Lyhne
1886324059, 2017-10-30T22:56:01.000Z, 5, 0, 0, 2.1.2, God og nem!!, Nem at benytter og god overblik over økonomien :), Mohammad El bouz
1886136800, 2017-10-30T20:32:53.000Z, 5, 0, 0, 2.1.2, Rigtig god app, Fint fint fint :), Edekwu
1886131418, 2017-10-30T20:28:39.000Z, 5, 0, 0, 2.1.2, Super tilfreds med tjenesten, Jeg har aldrig haft problem med mobilnetbank det virket altid da jeg logget på super fantastisk., Said love N
1886061516, 2017-10-30T19:37:17.000Z, 5, 0, 0, 2.1.2, Regningsbetaling, Regningsscanner til IOS 11.0.3 virker ikke, T. Bill
1885774142, 2017-10-30T16:18:33.000Z, 5, 0, 0, 2.1.2, Super, Nemt og lige til alt virker, Deeb_1988@hotmail
1885695764, 2017-10-30T15:26:47.000Z, 5, 0, 0, 2.1.2, Fantastisk app., Jeg bruger aldrig netbank på computeren. App’en fungere perfekt., Eiky67
1885454782, 2017-10-30T13:10:01.000Z, 5, 0, 0, 2.1.2, Danmarks bedste mobilbank, Sætter de andre mobilbanker laaaangt bagefter.., Mathb93
1884932543, 2017-10-30T07:44:55.000Z, 5, 0, 0, 2.1.2, Hurtig og nem, Jeg benytter efterhånden kun mobil bank alt er lige ved hånden og meget nem at bruge dog skal man huske at have sit nem id med sig hvis der skal overhøres/ sendes til andre end en selv., Tove O
1884869069, 2017-10-30T06:59:58.000Z, 5, 0, 0, 2.1.2, Glad for Nordea, Jeg var glad for Privatbanken som arbejdsplads og glad for Nordea som min pensionistbank, Jan Egon
1884812980, 2017-10-30T06:19:28.000Z, 5, 0, 0, 2.1.2, God app ., Appen bliver bedre og bedre .., LauesenDK
1884769210, 2017-10-30T05:47:34.000Z, 2, 0, 0, 2.1.2, Ok men der mangler meget!!, Hej Nordea Jeg er fornyeligt skiftet til jeres bank og føler desværre at jeg er blevet bombet tilbage til 2008 ift til jeres bank app. Min tidligere bank som er mindre end jer (AL) har en app det er MARKANT bedre end jeres. Håber I har afsat nogle udviklings kroner i jeres 2015 budget.   Det var så 2 år siden jeg skrev det og der er næsten ikke noget siden det er altså ikke i orden!   Det jeg mangler mest er kategorier på mine betalinger så man fx kan se hvor mange penge man bruger på dagligvare mm. Herudover mangler jeg især mulighed for at oprette og rette faste overførsler.   I som god inspiration kigge på Danske Bank deres netbank er en af de bedste  Venlig hilsen Martin En ellers meget tilfreds kunde, Martymcfly1976
1884229025, 2017-10-29T23:48:03.000Z, 2, 0, 0, 2.1.2, Kedelig app, Kan blandt andet ikkese statistikker over mit forbrug og hvad jeg egentlig bruger penge på., BENJAMINN.DK
1883899406, 2017-10-29T19:48:49.000Z, 5, 0, 0, 2.1.2, Mangler søgefunktioner, Jeg har tit brug for at kunne finde frem til tidligere ind- og udbetalinger. Eller søge i specifikke perioder. I det hele taget mangler der søgefunktioner!  Med venlig hilsen  Jonas Wesley / WESPRO, Jonas Wesley
1883829513, 2017-10-29T19:01:35.000Z, 5, 0, 0, 2.1.2, 👍, Er meget tilfreds med den!!, CarolineRG55
